0,492.3818
5,492.3818
10,492.3818
15,492.3818
20,492.3818
25,492.3818
30,492.3818
35,492.3818
40,492.3818
45,492.3818
50,492.3818
55,492.3818
60,492.3818
65,492.3818
70,492.3818
75,494.87300000000005
80,487.0670000000001
85,487.0670000000001
90,487.0670000000001
95,487.0670000000001
100,552.8614
